,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
0,2016-10-17,,,Editor's corner,,6,-,0,2016-10-17,2016-10-17,This issue of Geophysics,81
1,2016-05-25,University of Adelaide; Yangtze University; Institute for Geothermal Energy Resource Management,Nigel Rees; Simon Carter; Graham Heinson; Lars Krieger,Geophysics Letters,Australia; China; Germany,6,shale gas; magnetotelluric; permeability; fracture stimulation; monitoring,2,2016-09-20,2016-04-07,Monitoring shale gas resources in the Cooper Basin using magnetotellurics,81
2,2016-07-18,University of Alberta,Juan I. Sabbione; Mauricio D. Sacchi,Geophysics Letters,Canada,6,Radon transform; signal processing; inversion; multiples,0,2016-09-20,2016-05-27,Restricted model domain time Radon transforms,81
3,2016-07-18,Mitre Geophysics; RMIT University,Kate Hine; James Macnae,Case Histories,Australia; Australia,6,airborne; induced polarization; electromagnetics; sulfides,2,2016-09-09,2016-04-18,"Comparing induced polarization responses from airborne inductive and galvanic ground systems: Lewis Ponds, New South Wales",81
4,2016-06-25,READ AS; Statoil ASA; Miller Applied Science,Jakob B. U. Haldorsen; Espen Stensrud; Ioan-Alexandru Merciu; Douglas E. Miller,Case Histories,Norway; Norway; USA,6,wells; ultrasonic; profiling,0,2016-09-07,2015-10-13,Characterizing borehole plumbing using full-waveform ultrasonic data: Application to data from a North Sea well,81
5,2016-06-24,King Abdullah University of Science and Technology (KAUST),Abdullah AlTheyab; G. T. Schuster,Case Histories,Saudi Arabia,6,traveltime; tomography; full-waveform inversion; case history,0,2016-09-07,2015-10-12,Wavefront picking for 3D tomography and full-waveform inversion,81
6,2016-07-25,RMIT University,James Macnae,Case Histories,Australia,6,induced polarization; airborne; superparamagnetic; electromagnetics,3,2016-09-20,2016-03-05,Fitting superparamagnetic and distributed Cole-Cole parameters to airborne electromagnetic data: A case history from Quebec,81
7,2016-08-05,China University of Petroleum; China University of Petroleum; CNPC,Handong Huang; Sanyi Yuan; Yintao Zhang; Jing Zeng; Wentao Mu,Case Histories,China; China; China,6,Seismic inversion; hydrocarbon reservoirs; seismic facies; Tarim Basin,3,2016-09-21,2015-12-21,"Use of nonlinear chaos inversion in predicting deep thin lithologic hydrocarbon reservoirs: A case study from the Tazhong oil field of the Tarim Basin, China",81
8,2016-07-25,Curtin University; Cooperative Research Centre for Greenhouse Gas Technologies (CO2CRC) Ltd.; Curtin University; Cooperative Research Centre for Greenhouse Gas Technologies (CO2CRC) Ltd. and Commonwealth Scientific and Industrial Research Organisation (CSIRO); Lawrence Berkeley National Laboratory,Mohammed Al Hosni; Stéphanie Vialle; Boris Gurevich; Thomas M. Daley,Case Histories,Australia; Australia; Australia; Australia; USA,6,rock physics; crosswell; time-lapse; CO2 sequestration,0,2016-10-10,2015-12-11,Estimation of rock frame weakening using time-lapse crosswell: The Frio brine pilot project,81
9,2016-07-07,King Abdullah University of Science and Technology,Ju-Won Oh; Tariq Alkhalifah, Anisotropy,Kingdom of Saudi Arabia,6,Multiparameter 3D elastic waveform inversion; radiation pattern; orthorhombic anisotropy; parameterization; deviation parameters,8,2016-09-13,2015-11-26,Elastic orthorhombic anisotropic parameter inversion: An analysis of parameterization,81
10,2016-07-25,Tongji University,Pengfei Yu; Jianhua Geng; Chenlong Wang, Anisotropy,China,6,transversely isotropic; synthesized pressure; quasi-P-wave separation; ocean-bottom seismic; reverse time migration,0,2016-09-20,2016-03-01,Separating quasi-P-wave in transversely isotropic media with a vertical symmetry axis by synthesized pressure applied to ocean-bottom seismic data elastic reverse time migration,81
11,2016-08-15,Norwegian University of Science and Technology; King Abdullah University of Science and Technology,Alexey Stovas; Nabil Masmoudi; Tariq Alkhalifah, Anisotropy,Norway; Saudi Arabia,6,3D; anisotropy; traveltime,5,2016-10-12,2016-02-25,Application of perturbation theory to a P-wave eikonal equation in orthorhombic media,81
12,2016-08-15,Norwegian University of Science and Technology,Yuriy Ivanov; Alexey Stovas, Anisotropy,Norway,6,3D; anisotropy; azimuth; NMO; traveltime,5,2016-10-12,2016-03-16,Normal moveout velocity ellipse in tilted orthorhombic media,81
13,2016-07-21,"University of Campinas (Unicamp), Institute of Mathematics, Statistics, and Cientific Computation (IMECC), Department of Applied Mathematics (DMA); Federal University of Pará (UFPA), Faculty of Geophysics (FaGeo)",Jörg Schleicher; Jessé C. Costa, Anisotropy,Brazil; Brazil,6,anisotropy; compressional wave; modeling; wave propagation,1,2016-11-01,2016-03-14,A separable strong-anisotropy approximation for pure qP-wave propagation in transversely isotropic media,81
14,2016-05-19,Stanford University; ExxonMobil Upstream Research Company; Stanford University; Stanford University,Ratnanabha Sain; Tapan Mukerji; Gary Mavko,Borehole Geophysics and Rock Properties,USA; USA; USA; USA,6,rock physics; bulk modulus; shear modulus,1,2016-09-12,2016-03-24,On microscale heterogeneity in granular media and its impact on elastic property estimation,81
15,2016-07-07,Stanford University,Uri Wollner; Jack Dvorkin,Borehole Geophysics and Rock Properties,USA,6,effective; layered; fluid; bulk modulus,1,2016-09-07,2016-02-17,Effective fluid and grain bulk moduli for heterogeneous thinly layered poroelastic media,81
16,2016-07-05,Istituto Nazionale di Oceanografia e di Geofisica Sperimentale — OGS; Silixa Ltd,Flavio Poletto; Daniel Finfer; Piero Corubolo; Biancamaria Farina,Borehole Geophysics and Rock Properties,Italy; UK,6,optical fiber; acoustic sensors; dual wavefields; strain; velocity,0,2016-09-07,2016-02-04,Dual wavefields from distributed acoustic sensing measurements,81
17,2016-07-07,Stanford University; Ministry of Energy; Stanford University,Piyapa Dejtrakulwong; Gary Mavko,Borehole Geophysics and Rock Properties,USA; Thailand; USA,6,fluid; rock physics; bed thickness; layered,0,2016-09-07,2015-11-27,Fluid substitution for thinly interbedded sand-shale sequences using the mesh method,81
18,2016-07-25,University of Petroleum (Beijing); Massachusetts Institute of Technology; Massachusetts Institute of Technology; University of Petroleum (Beijing); the Petroleum Institute of Abu Dhabi; China University of Petroleum (East China),Hua Wang; Mike Fehler; Guo Tao; Zhoutuo Wei,Borehole Geophysics and Rock Properties,China; USA; USA; China; UAE; China,6,acquisition; borehole geophysics; dispersion; logging; sonic,4,2016-09-13,2016-01-07,Investigation of collar properties on data-acquisition scheme for acoustic logging-while-drilling,81
19,2016-08-01,University of Wyoming,Dario Grana,Borehole Geophysics and Rock Properties,USA,6,rock physics; statistics; inversion; reservoir characterization; seismic attributes,10,2016-09-14,2016-03-28,Bayesian linearized rock-physics inversion,81
20,2016-07-25,Texas A&amp;M University; The University of Texas at Austin,Anqi Yang; Gama Firdaus; Zoya Heidari,Borehole Geophysics and Rock Properties,USA; USA,6,conductivity; unconventional; borehole geophysics,3,2016-09-29,2016-02-03,Electrical resistivity and chemical properties of kerogen isolated from organic-rich mudrocks,81
21,2016-08-05,Harbin Institute of Technology; Northwestern University,Yongjia Song; Hengshan Hu; John W. Rudnicki,Borehole Geophysics and Rock Properties,China; USA,6,bulk modulus; elastic; porosity; shear modulus,0,2016-09-29,2015-08-14,Deriving Biot-Gassmann relationship by inclusion-based method,81
22,2016-07-21,The University of Houston; The University of Houston,Long Huang; Robert R. Stewart; Nikolay Dyaur; Jose Baez-Franceschi,Borehole Geophysics and Rock Properties,USA; USA,6,fluid; fractures; rock physics; VTI; modeling,2,2016-09-29,2015-11-24,3D-printed rock models: Elastic properties and the effects of penny-shaped inclusions with fluid substitution,81
23,2016-08-15,SINTEF Information and Communication Technology; Statoil ASA,Erlend Magnus Viggen; Tonni Franke Johansen; Ioan-Alexandru Merciu,Borehole Geophysics and Rock Properties,Norway; Norway,6,ultrasonic; wells; logging; wave propagation; finite element,0,2016-09-29,2015-07-13,Analysis of outer-casing echoes in simulations of ultrasonic pulse-echo through-tubing logging,81
24,2016-07-25,Jilin University,Yunhe Liu; Changchun Yin,Electrical and Electromagnetic Methods,China,6,airborne EM; multipulse EM; 3D inversion; resolution,0,2016-10-14,2015-09-09,3D inversion for multipulse airborne transient electromagnetic data,81
25,2016-07-25,Lancaster University; Rutgers University-Newark; Boise State University; University of Wisconsin-Madison,Andrew Binley; John Keery; Lee Slater; Warren Barrash; Mike Cardiff,Electrical and Electromagnetic Methods,UK; USA; USA; USA,6,groundwater; induced polarization; permeability; electrical/resistivity; 3D,0,2016-09-07,2015-11-07,The hydrogeologic information in cross-borehole complex conductivity data from an unconsolidated conglomeratic sedimentary aquifer,81
26,2016-07-05,University of Adelaide; Institute for Geothermal Energy Resource Management,Nigel Rees; Graham Heinson; Lars Krieger,Electrical and Electromagnetic Methods,Australia; Germany,6,Australia; magnetotelluric; monitoring; permeability; coal,1,2016-09-07,2016-02-09,Magnetotelluric monitoring of coal seam gas depressurization,81
27,2016-07-18,RMIT University,James Macnae,Electrical and Electromagnetic Methods,Australia,6,airborne; induced polarization; Cole-Cole,10,2016-09-19,2016-03-01,Quantitative estimation of intrinsic induced polarization and superparamagnetic parameters from airborne electromagnetic data,81
28,2016-07-25,Universität Potsdam,Julien Guillemoteau; Jens Tronicke,Electrical and Electromagnetic Methods,Germany,6,3D; electrical/resistivity; electromagnetics; modeling; near surface,1,2016-09-23,2015-10-30,Evaluation of a rapid hybrid spectral-spatial domain 3D forward-modeling approach for loop-loop electromagnetic induction quadrature data acquired in low-induction-number environments,81
29,2016-07-25,China University of Geosciences,Ming Liu; Jin Yang; Ju Feng; Tianyi Wang; Hao Zhang,Electrical and Electromagnetic Methods,China,6,seven IP models; comparative performance analysis; natural rock ore; phase spectrum,0,2016-09-29,2015-12-04,A discussion on the performance of seven existing models proposed to describe induced polarization,81
30,2016-08-30,RMIT University; Mitre Geophysics,James Macnae; Kate Hine,Electrical and Electromagnetic Methods,Australia; Australia,6,airborne; induced polarization; electromagnetics; sulphides,2,2016-10-25,2016-04-07,Comparing induced polarization responses from airborne inductive and galvanic ground systems: Tasmania,81
31,2016-08-06,Colorado School of Mines,Andrei Swidinsky; Misac Nabighian,Electrical and Electromagnetic Methods,USA,6,borehole geophysics; electromagnetics; marine; horizontal wells; time domain,1,2016-10-26,2016-03-13,Transient electromagnetic fields of a buried horizontal magnetic dipole,81
32,2016-07-08,Delft University of Technology; Eawag (Swiss Federal Institute for Environmental Science and Technology); Delft University of Technology,Laura Amalia Konstantaki; Ranajit Ghose; Deyan Draganov; Timo Heimovaara,Engineering and Environmental Geophysics,The Netherlands; Switzerland; The Netherlands,6,landfills; P- and S-wave velocity; MASW; mechanical tip resistance; wet and gassy zones,0,2016-09-07,2015-10-30,Wet and gassy zones in a municipal landfill from P- and S-wave velocity fields,81
33,2016-08-01,Stanford University,Emily L. Fay; Rosemary J. Knight,Engineering and Environmental Geophysics,USA,6,environmental; groundwater; near surface; nuclear magnetic resonance,1,2016-09-20,2015-11-19,Detecting and quantifying organic contaminants in sediments with nuclear magnetic resonance,81
34,2016-07-12,Michigan State University,Wenbin Li; Jianliang Qian,Gravity Exploration Methods,USA,6,gravity; traveltime; inversion,1,2016-09-07,2015-10-14,Joint inversion of gravity and traveltime data using a level-set-based structural parameterization,81
35,2016-07-21,Colorado School of Mines,Xinming Wu,Interpretation Methods,USA,6,salt dome; seismic attributes; 3D; interpretation,5,2016-09-23,2016-05-12,Methods to compute salt likelihoods and extract salt boundaries from 3D seismic images,81
36,2016-08-01,CGG; Geological Survey of Canada,Xiong Li; Mark Pilkington,Magnetic Exploration Methods,USA; Canada,6,transform; attributes; gravity; magnetics,1,2016-10-10,2015-12-18,"Attributes of the magnetic field, analytic signal, and monogenic signal for gravity and magnetic interpretation",81
37,2016-06-26,Tohoku University; National Institute of Advanced Industrial Science and Technology (AIST); Häring GeoProject,Yusuke Mukuhira; Hiroshi Asanuma; Takatoshi Ito; Markus O. Häring,Passive Seismic Methods,Japan; Japan; Switzerland,6,microseismic; induced seismicity,1,2016-09-07,2015-11-19,Physics-based seismic evaluation method: Evaluating possible seismic moment based on microseismic information due to fluid stimulation,81
38,2016-07-18,Spectraseis Inc.; Volcano Disaster Assistance Program; Spectraseis Inc.,Jeremy D. Pesicek; Konrad Cieślik; Marc-André Lambert; Pedro Carrillo; Brad Birkelo,Passive Seismic Methods,USA; USA; USA,6,microseismic; passive seismic,1,2016-09-28,2016-04-12,Dense surface seismic data confirm non-double-couple source mechanisms induced by hydraulic fracturing,81
39,2016-08-05,Marathon Oil Company; Borehole Seismic; Institute of Geophysics,Vladimir Grechka; Zhao Li; Bo Howell; Václav Vavryčuk,Passive Seismic Methods,USA; USA; Czech Republic,6,microseismic,2,2016-09-29,2016-04-06,Single-well moment tensor inversion of tensile microseismic events,81
40,2016-08-15,Université Grenoble Alpes; CGG; Université Grenoble Alpes; CGG,Malgorzata Chmiel; Philippe Roux; Thomas Bardainne,Passive Seismic Methods,France; France; France; France,6,microseismic; surface wave; tomography; velocity analysis; noise,0,2016-10-13,2016-01-12,Extraction of phase and group velocities from ambient surface noise in a patch-array configuration,81
41,2016-07-12,King Fahd University of Petroleum and Minerals; Exploration Application Services Department,Haroon Ashraf; Wail A. Mousa; Saleh Al Dossary,Seismic Amplitude Interpretation,Saudi Arabia; Saudi Arabia,6,interpretation; signal processing,1,2016-09-23,2015-09-17,Sobel filter for edge detection of hexagonally sampled 3D seismic data,81
42,2016-08-05,Velseis Pty Ltd.; University of Queensland,Shaun Strong; Steve Hearn,Seismic Data Acquisition,Australia; Australia,6,multicomponent; 3D; survey design; 3C; converted wave,1,2016-10-17,2015-10-19,Survey design for coal-scale 3D-PS seismic reflection,81
43,2016-08-15,Delft University of Technology,Boris Boullenger; Deyan Draganov,Seismic Interferometry,The Netherlands,6,crosscorrelation; interferometry; reflection; estimation; multiples,0,2016-09-29,2015-08-27,Interferometric identification of surface-related multiples,81
44,2016-06-24,Massachusetts Institute of Technology,Yunyue Elita Li; Laurent Demanet,Seismic Inversion,USA,6,full-waveform inversion; low frequency; extrapolation; optimization; data reconstruction,4,2016-09-07,2016-01-20,Full-waveform inversion with extrapolated low-frequency data,81
45,2016-07-08,Université Grenoble Alpes; Université Grenoble Alpes; LJK,Pengliang Yang; Romain Brossier; Ludovic Métivier; Jean Virieux,Seismic Inversion,France; France; France,6,full-waveform inversion; reconstruction; reverse time migration; crosscorrelation; attenuation,6,2016-09-07,2016-02-10,Wavefield reconstruction in attenuating media: A checkpointing-assisted reverse-forward simulation method,81
46,2016-07-08,Université Toulouse III Paul Sabatier; Université Grenoble Alpes; Université Toulouse III Paul Sabatier; Université de Lyon; Université de Toulouse III Paul Sabatier-IRIT; Université Grenoble Alpes; Université Nice-Sophia Antipolis,Patrick Amestoy; Romain Brossier; Alfredo Buttari; Jean-Yves L’Excellent; Theo Mary; Ludovic Métivier; Alain Miniussi; Stephane Operto,Seismic Inversion,France; France; France; France; France; France; France,6,wave equation; frequency domain; finite difference; vertical transverse isotropy; multifrontal method; block low-rank,0,2016-09-07,2016-01-25,Fast 3D frequency-domain full-waveform inversion with a parallel block low-rank multifrontal direct solver: Application to OBC data from the North Sea,81
47,2016-07-08,ETH Zurich; Computer Applications in Science and Engineering,Christian Boehm; Mauricio Hanzich; Josep de la Puente; Andreas Fichtner,Seismic Inversion,Switzerland; Spain,6,full-waveform inversion; time domain; finite element; optimization; reverse time migration,4,2016-09-13,2015-11-23,Wavefield compression for adjoint methods in full-waveform inversion,81
48,2016-07-15,Tongji University,Jizhong Yang; Yuzhu Liu; Liangguo Dong,Seismic Inversion,China,6,full-waveform inversion; multiparameter; acoustic; density,4,2016-09-26,2015-12-21,Simultaneous estimation of velocity and density in acoustic multiparameter full-waveform inversion using an improved scattering-integral approach,81
49,2016-08-02,King Abdullah University of Science and Technology,Tariq Alkhalifah; Zedong Wu,Seismic Inversion,Saudi Arabia,6,full-waveform inversion; wave equation; velocity analysis,0,2016-09-21,2015-11-21,Multiscattering inversion for low-model wavenumbers,81
50,2016-07-18,Imperial College London; Sub Salt Solutions Limited; Sub Salt Solutions Limited; Imperial College London,Michael Warner; Lluís Guasch,Seismic Inversion,UK; UK; UK; UK,6,full-waveform inversion; time domain,11,2016-09-21,2015-07-17,Adaptive waveform inversion: Theory,81
