,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
0,2017-08-18,,,Editor's corner,,5,-,0,2017-08-18,2017-08-18,This issue of Geophysics,82
1,2017-04-21,The University of Texas at Austin; The University of Texas at Dallas,Zhiguang Xue; Hejun Zhu; Sergey Fomel,Geophysics Letters,USA; USA,5,frequency domain; full-waveform inversion; sparse; simultaneous sources; noise,0,2017-06-21,2016-12-27,Full-waveform inversion using seislet regularization,82
2,2017-04-24,Laurentian University,Frédéric E. S. Gaucher; Richard S. Smith,Case Histories,Canada,5,electromagnetics; magnetization; rock physics; time domain; interpretation,1,2017-07-06,2017-03-09,"The impact of magnetic viscosity on time-domain electromagnetic data from iron oxide minerals embedded in rocks at Opemiska, Québec, Canada",82
3,2017-06-26,Centre for Reservoir Geophysics,Yan Liu; Yanghua Wang,Case Histories,UK,5,carbonate reservoir; seismic facies; lithofacies; dolomitization; reservoir characterization,0,2017-08-16,2016-10-06,Seismic characterization of a carbonate reservoir in Tarim Basin,82
4,2017-05-29,University of Calgary,Xiaoqin Cui; Edward S. Krebes; Laurence R. Lines,Anisotropy,Canada,5,fractures; AVO/AVA; anisotropy; inversion,0,2017-08-11,2016-03-07,Seismic inversion for geologic fractures and fractured media,82
5,2017-04-21,Colorado School of Mines; Colorado School of Mines; BP,Nishant Kamath; Ilya Tsvankin; Esteban Díaz,Anisotropy,USA; USA; USA,5,full-waveform inversion; VTI; multiparameter,0,2017-08-16,2016-07-15,Elastic full-waveform inversion for VTI media: A synthetic parameterization study,82
6,2017-06-12,Institute of Geophysics; Institut de Physique du Globe de Paris,Ivan Pšenčík; Véronique Farra,Anisotropy,Czech Republic; France,5,anisotropy; moveout; P-wave; traveltime; 3D,0,2017-08-18,2016-07-19,Reflection moveout approximations for P-waves in a moderately anisotropic homogeneous tilted transverse isotropy layer,82
7,2017-03-29,University of Calgary; The Petroleum Institute,Junxiao Li; Kristopher A. Innanen; Guo Tao,Borehole Geophysics,Canada; UAE,5,borehole geophysics; K-L transform; signal processing,0,2017-07-12,2017-01-13,Extraction of reflected events from sonic-log waveforms using the Karhunen-Loève transform,82
8,2017-05-01,Factor Technology,Hugh Winkler,Borehole Geophysics,USA,5,inversion; borehole geophysics,0,2017-07-20,2016-11-06,Geosteering by exact inference on a Bayesian network,82
9,2017-05-12,Stanford University; Aarhus University,Emily L. Fay; Denys J. Grombacher; Rosemary J. Knight,Borehole Geophysics,USA; Denmark,5,nuclear magnetic resonance; aquifer; borehole geophysics; fluid,0,2017-07-21,2016-08-04,Investigating the effect of internal gradients on static gradient nuclear magnetic resonance diffusion measurements,82
10,2017-05-23,University of Houston; University of Houston,Jingjing Zong; Robert R. Stewart; Nikolay Dyaur; Michael T. Myers,Borehole Geophysics,USA; USA,5,salt; Gulf of Mexico; rock physics; ultrasonic; log analysis,0,2017-08-11,2016-10-09,Elastic properties of rock salt: Laboratory measurements and Gulf of Mexico well-log analysis,82
11,2017-06-20,Lawrence Berkeley National Laboratory,Pierpaolo Marchesini; Jonathan B. Ajo-Franklin; Thomas M. Daley,Borehole Geophysics,USA,5,crosswell; monitoring; pore pressure; velocity analysis; traveltime,1,2017-08-16,2017-02-16,In situ measurement of velocity-stress sensitivity using crosswell continuous active-source seismic monitoring,82
12,2016-05-12,China University of Geosciences (Beijing); Guangzhou Marine Geological Survey,Kai Chen; Ming Deng; Xianhu Luo; Zhongliang Wu,Electrical and Electromagnetic Methods,China; China,5,electromagnetics; hydrates; acquisition; magnetotelluric; marine,0,2017-07-05,2016-05-10,A micro ocean-bottom E-field receiver,82
13,2017-05-09,Central South University; Institute of Geophysical and Geochemical Exploration; Central South University; University of Utah; Gansu Non-ferrous Geological Survey Institute; Université Savoie Mont Blanc,Weiqiang Liu; Rujun Chen; Hongzhu Cai; Weibin Luo; André Revil,Electrical and Electromagnetic Methods,China; China; China; USA; China; France,5,induced polarization; signal processing; correlation,0,2017-07-05,2016-03-04,Correlation analysis for spread-spectrum induced-polarization signal processing in electromagnetically noisy environments,82
14,2017-05-23,Aarhus University; SkyTEM Surveys ApS; Airborne Instruments ApS,Søren Rasmussen; Nicklas Skovgaard Nyboe; Sune Mai; Jakob Juul Larsen,Electrical and Electromagnetic Methods,Denmark; Denmark; Denmark,5,deconvolution; noise; signal processing; time domain,0,2017-07-05,2016-11-16,Noise properties of Fourier deconvolution for time-domain electromagnetic soundings,82
15,2017-05-01,Daejeon University; Korea University,Saheed Mayowa Taiwo; Jong-Sub Lee; Hyung-Koo Yoon,Electrical and Electromagnetic Methods,Korea; Korea,5,"capacitance, electrical resistivity, Gauss’; s flux theorem, laboratory test, Ohm’; s law",0,2017-07-20,2016-09-20,Analytical and experimental studies to obtain electrical resistivity in a small-scaled laboratory test,82
