,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
0,2012-02-21,,SEG Editor,Editor's Corner,,1,-,0,2012-02-21,2012-02-21,Instructions to Authors,77
1,2012-02-21,,Tamas Nemeth,Geophysics Letters,,1,-,0,2012-02-21,2012-02-21,This issue of Geophysics,77
2,2012-02-16,"Norwegian University of Science, NTNU",Daniel Barker; Martin Landrø,Geophysics Letters,Norway,1,air gun; modeling,6,2012-02-16,2011-05-11,Simple expression for the bubble-time period of two clustered air guns,77
3,2012-01-30,University of Alberta,David Bonar; Mauricio Sacchi,Case Histories,Canada,1,noise; algorithm; filtering; processing,36,2012-01-30,2011-06-30,Denoising seismic data using the nonlocal means algorithm,77
4,2012-02-03,School of Earth and Environment; University of Leeds; University of Alberta,Carl Reine; Roger Clark; Mirko van der Baan,Case Histories,U. K.; Canada; U. K.; Canada,1,attenuation; case history; North America; prestack; reservoir characterization,25,2012-02-03,2011-02-18,Robust prestack Q-determination using surface seismic data: Part 2 — 3D case study,77
5,2012-02-13,University of Liege; F.R.S.-FNRS; Ghent University; University of Liege,Thomas Hermans; Alexander Vandenbohede; Luc Lebbe; Frédéric Nguyen,Anisotropy,Belgium; Belgium; Belgium; Belgium,1,time-lapse; resistivity; tomography; geothermal; monitoring,22,2012-02-13,2011-06-09,A shallow geothermal experiment in a sandy aquifer monitored using electric resistivity tomography,77
6,2012-01-30,The University of Western Australia,Jeffrey Shragge; David Lumley,Anisotropy,Australia,1,3D; anisotropy; dip moveout (DMO); imaging; processing,2,2012-01-30,2011-02-03,Elliptical dip moveout for 3D seismic imaging in the presence of azimuthal anisotropy,77
7,2012-02-13,Institute of Geology and Geophysics; North NewTech PetroTech Ltd.; Institute of Geology and Geophysics; Institute of Geology and Geophysics; University of Houston; CSIRO Earth Science and Resource Engineering,Zhenglin Pei; Li-Yun Fu; Weijia Sun; Tao Jiang; Binzhong Zhou,Borehole Geophysics and Rock Properties,China; China; China; China; USA; Australia,1,coal; modeling; anisotropy,6,2012-02-13,2010-07-30,Anisotropic finite-difference algorithm for modeling elastic wave propagation in fractured coalbeds,77
8,2012-02-06,University of São Paulo,Carlos A. Mendonça; Glaucia C. Dotti; Camila Maida; Nilton Silva,Electrical and Electromagnetic Methods,Brazil,1,borehole geophysics; environmental; logging,0,2012-02-06,2011-05-19,Tank experiments with borehole self-potential data,77
9,2012-01-30,Petromarker; Petromarker; University of Oslo; Petromarker; University of Oslo,Endre Håland; Eirik G. Flekkøy; Knut Jørgen Måløy,Electrical and Electromagnetic Methods,Norway; Norway; Norway,1,electromagnetics; seafloor; surface wave,1,2012-01-30,2011-02-02,Vertical and horizontal components of the electric background field at the sea bottom,77
10,2012-02-03,University of Texas at Austin; BP North America Inc.; University of California; University of Texas; University of Texas at Austin,Alireza Shahin; Kerry Key; Paul Stoffa; Robert Tatham,Electrical and Electromagnetic Methods,USA; USA; USA; USA; USA,1,time-lapse; electromagnetics; resistivity; monitoring; reservoir characterization,0,2012-02-03,2010-10-11,Petro-electric modeling for CSEM reservoir characterization and monitoring,77
11,2012-02-01,Norwegian Computing Center; Gassco; Statoil and University of Stavanger,Odd Kolbjørnsen; Ragnar Hauge; Maren Drange-Espeland; Arild Buland,Electrical and Electromagnetic Methods,Norway; Norway; Norway,1,algorithm; electromagnetics; modeling; resistivity; statistics,2,2012-02-01,2010-09-15,Model-based fluid factor for controlled source electromagnetic data,77
12,2012-02-03,Statoil; University of Stavanger; Norwegian Computing Center,Arild Buland; Odd Kolbjørnsen,Electrical and Electromagnetic Methods,Norway; Norway,1,electromagnetics; inversion; statistics; magnetotelluric,22,2012-02-03,2010-09-12,Bayesian inversion of CSEM and magnetotelluric data,77
13,2012-02-03,University of Bremen; Geophex Ltd.; Universidad de Vigo,Hendrik Müller; Tilo von Dobeneck; Christian Hilgenfeldt; Bill SanFilipo; Daniel Rey; Belén Rubio,Electrical and Electromagnetic Methods,Germany; USA; Spain,1,apparent resistivity; mapping; electromagnetics; marine; magnetic susceptibility,15,2012-02-03,2010-04-28,Mapping the magnetic susceptibility and electric conductivity of marine surficial sediments by benthic EM profiling,77
14,2012-02-08,Scripps Institution of Oceanography; Institut de Physique du Globe de Paris; Scripps Institution of Oceanography; Institut de Physique du Globe de Paris,Vanessa Brown; Kerry Key; Satish Singh,Electrical and Electromagnetic Methods,USA; France; USA; France,1,electromagnetics; inversion; modeling,12,2012-02-08,2011-03-01,Seismically regularized controlled-source electromagnetic inversion,77
15,2012-02-13,Ankara University; Ankara University; Afyon Kocatepe University,Ismail Demirci; Erhan Erdoğan; M. Emin Candansayar,Electrical and Electromagnetic Methods,Turkey; Turkey; Turkey,1,2D; resistivity; inversion; finite difference; finite element,11,2012-02-13,2011-04-01,Two-dimensional inversion of direct current resistivity data incorporating topography by using finite difference techniques with triangle cells: Investigation of Kera fault zone in western Crete,77
16,2012-02-13,Imperial College London,J. H. Saunders; M. D. Jackson; M. Y. Gulamali; J. Vinogradov; C. C. Pain,Electrical and Electromagnetic Methods,U. K.,1,borehole geophysics; electromagnetics; finite element; reservoir characterization; rock physics,8,2012-02-13,2011-02-16,Streaming potentials at hydrocarbon reservoir conditions,77
17,2012-02-15,University of Tasmania; University of Tasmania; Fullagar Geophysics Pty Ltd,Ralf Schaa; Peter K. Fullagar,Engineering and Environmental Geophysics,Australia; Australia; Australia,1,apparent resistivity; Australia; electromagnetics; inversion; modeling,5,2012-02-15,2011-04-12,Vertical and horizontal resistive limit formulas for a rectangular-loop source on a conductive half-space,77
18,2012-02-03,Stanford University,Elliot Grunewald; Rosemary Knight,Gravity Exploration Methods,USA,1,near surface; nuclear; magnetics; groundwater; environmental,8,2012-02-03,2011-05-09,Nonexponential decay of the surface-NMR signal and implications for water content estimation,77
19,2012-02-03,ARKeX Ltd.,Gary Barnes; Joseph Barraud,Gravity Exploration Methods,U. K.,1,algorithm; gravity; inversion; Salt; modeling,19,2012-02-03,2011-04-19,Imaging geologic surfaces by inverting gravity gradient data with depth horizons,77
20,2012-02-01,Università Federico II di Napoli; Geological Survey of Canada,Maurizio Fedi; Mark Pilkington,Ground-penetrating Radar,Italy; Canada,1,imaging; gravity; magnetics; inversion,24,2012-02-01,2011-02-22,Understanding imaging methods for potential field data,77
21,2012-02-03,Institute of Bio- and Geosciences; Institute of Bio- and Geosciences; Université catholique de Louvain,François Jonard; Lutz Weihermüller; Harry Vereecken; Sébastien Lambot,Ground-penetrating Radar,Germany; Germany; Belgium,1,ground-penetrating radar (GPR); hydrology; inversion; modeling; scattering,10,2012-02-03,2011-02-15,Accounting for soil surface roughness in the inversion of ultrawideband off-ground GPR signal for soil moisture retrieval,77
22,2012-02-03,King Fahd University of Petroleum &amp; Minerals; Università di Padova,Giulio Vignoli; Rita Deiana; Giorgio Cassiani,Mining Geophysics,Saudi Arabia; Italy,1,ground-penetrating radar (GPR); vertical seismic profile (VSP); inversion,8,2012-02-03,2011-04-18,Focused inversion of vertical radar profile (VRP) traveltime data,77
23,2012-01-30,Memorial University of Newfoundland,Peter G. Lelièvre; Colin G. Farquharson; Charles A. Hurich,Reservoir Geophysics,Canada,1,3D; gravity; inversion; mining; traveltime,48,2012-01-30,2011-04-27,Joint inversion of seismic traveltimes and gravity data on unstructured grids with application to mineral exploration,77
24,2012-01-30,University of Oviedo; Stanford University,Juan Luis Fernández Martínez; Tapan Mukerji; Esperanza García Gonzalo; Amit Suman,Seismic Data Acquisition,Spain; USA,1,reservoir characterization; inversion; optimization; modeling,13,2012-01-30,2011-02-03,Reservoir characterization and inversion uncertainty via a family of particle swarm optimizers,77
25,2012-02-23,Fugro Geoteam AS; Norwegian Defense Research Establishment (FFI); University of Massachusetts,Thomas Elboth; Bjørn Anders Pettersson Reif ; Øyvind Andreassen; Michael B. Martell,Seismic Interferometry,Norway; Norway; USA,1,acquisition; marine; noise; wave equation,5,2012-02-23,2011-01-05,Flow noise reduction from superhydrophobic surfaces,77
26,2012-02-08,University of Calgary,David C. Henley,Seismic Interferometry,Canada,1,near surface; statics; surface consistent; radial transform; deconvolution,13,2012-02-08,2011-02-25,Interferometric application of static corrections,77
27,2012-02-08,The University of Edinburgh; The University of Edinburgh,Simon King; Andrew Curtis,Seismic Inversion,U. K; U. K; U. K,1,-,24,2012-02-08,2011-08-09,Suppressing nonphysical reflections in Green’s function estimates using source-receiver interferometry,77
28,2012-02-01,The University of Texas at Dallas,Herurisa Rusmanugroho; George A. McMechan,Seismic Inversion,USA,1,3D; inversion; borehole geophysics; multicomponent,6,2012-02-01,2010-12-15,"Sensitivity of estimated elastic moduli to completeness of wave type, measurement type, and illumination apertures at a receiver in multicomponent VSP data",77
29,2012-02-01,Universität Potsdam,Jens Tronicke; Hendrik Paasche; Urs Böniger,Seismic Inversion,Germany,1,crosswell; tomography; inversion; near surface,30,2012-02-01,2011-01-03,Crosshole traveltime tomography using particle swarm optimization: A near-surface field example,77
30,2012-02-03,University of British Columbia,Brendan R. Smithyman; Ronald M. Clowes,Seismic Inversion,Canada,1,2D; near surface; tomography; vibroseis; wave equation,8,2012-02-03,2011-02-21,Waveform tomography of field vibroseis data using an approximate 2D geometry leads to improved velocity models,77
31,2012-02-08,Nexen Inc.; University of Leeds; University of Alberta,Carl Reine; Roger Clark; Mirko van der Baan,Seismic Inversion,Canada; U. K; Canada,1,attenuation; prestack; reservoir characterization; algorithm; spectral analysis,40,2012-02-08,2011-02-18,Robust prestack Q-determination using surface seismic data: Part 1 — Method and synthetic examples,77
32,2012-02-08,Swiss Federal Institute of Technology; University of Adelaide,Hansruedi Maurer; Stewart A. Greenhalgh; Edgar Manukyan; Stefano Marelli; Alan G. Green,Seismic Inversion,Switzerland,1,crosswell; inversion; tomography,15,2012-02-08,2010-12-08,Receiver-coupling effects in seismic waveform inversions,77
33,2012-02-15,Lawrence Berkeley National Laboratory; Chevron Energy Technology Company,Jinsong Chen; G. Michael Hoversten,Seismic Migration,USA; USA,1,statistics; inversion; electromagnetics; rock physics; seismic attributes,11,2012-02-15,2011-06-20,Joint inversion of marine seismic AVA and CSEM data using statistical rock-physics models and Markov random fields,77
34,2012-02-01,Colorado School of Mines; Schlumberger Cambridge Research; Edinburgh University,Clement Fleury; Ivan Vasconcelos,Seismic Migration,USA; U. K.; U. K,1,imaging; migration; multiples; scattering; crosscorrelation,26,2012-02-01,2011-04-04,Imaging condition for nonlinear scattering-based imaging: Estimate of power loss in scattering,77
35,2012-02-08,Montana Tech; Queens College,David A. Sunwall; Marvin A. Speece; Stephen F. Pekar,Seismic Modeling and Wave Propagation,USA; USA,1,air-gun; Antarctica; finite element; reflection; acquisition,0,2012-02-08,2011-03-30,"Advances in on-sea-ice seismic reflection methods using an air gun: McMurdo Sound, Antarctica",77
36,2012-02-06,BGP International Inc.; University of Kansas; The China University of Geosciences; University of Kansas; University of Kansas; University of Kansas,Chong Zeng; Jianghai Xia; Richard D. Miller; Georgios P. Tsoflias,Seismic Modeling and Wave Propagation,USA; USA; China; USA; USA; USA,1,surface wave; modeling; finite difference; near surface; wave propagation,31,2012-02-06,2011-02-15,An improved vacuum formulation for 2D finite-difference modeling of Rayleigh waves including surface topography and internal discontinuities,77
37,2012-02-22,University of Houston; Total E &amp; P Research and Technology; University of Houston; Brookhaven National Laboratory,Kaushik Maji; Fuchun Gao; Sameera K. Abeykoon; Donald J. Kouri,Seismic Velocity/Statics,USA; USA; USA; USA,1,modeling; acoustic; scattering; 2D,5,2012-02-22,2010-01-20,New full-wave phase-shift approach to solve the Helmholtz acoustic wave equation for modeling,77
38,2012-02-15,China University of Petroleum (East China); Research Institute; RIPED; China University of Petroleum,Qizhen Du; Fang Li; Jing Ba; Yitong Zhu; Bo Hou,Signal Processing,China; China; China; China,1,multicomponent; converted wave; velocity analysis; migration; vector processing,10,2012-02-15,2010-12-30,Multicomponent joint migration velocity analysis in the angle domain for PP-waves and PS-waves,77
39,2012-02-01,Stanford University,Yunyue Li; Yang Zhang; Jon Claerbout,Signal Processing,USA,1,optimization; inversion; noise; algorithm,12,2012-02-01,2011-03-11,Hyperbolic estimation of sparse models from erratic data,77
40,2012-02-06,University of Calgary,Roohollah Askari; Robert J. Ferguson,Tutorials and Expository Discussions,Canada,1,2D; attenuation; dispersion; near surface; surface wave,7,2012-02-06,2010-10-12,Dispersion and the dissipative characteristics of surface waves in the generalized S-transform domain,77
41,2012-02-15,University of Oviedo; Schlumberger-EMI Technology Center,Juan L. Fernández Martínez; M. Zulima Fernández Muñiz; Michael J. Tompkins,Discussions,Spain; USA,1,inversion; optimization,29,2012-02-15,2011-09-12,On the topography of the cost functional in linear and nonlinear inverse problems,77
