,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
0,2016-06-20,,,Editor's corner,,4,-,0,2016-06-20,2016-06-20,This issue of Geophysics,81
1,2016-03-29,Simon Fraser University,Rajesh Vayavur; Andrew J. Calvert,Case Histories,Canada,4,guided waves; Scholte waves; traveltime tomography; waveform tomography,0,2016-05-31,2015-07-08,Mitigation of guided wave contamination in waveform tomography of marine seismic reflection data from southwestern Alaska,81
2,2016-03-29,King Abdullah University of Science and Technology (KAUST),Nabil Masmoudi; Tariq Alkhalifah, Anisotropy,Saudi Arabia,4,anisotropy; effective; estimation; multiparameter; traveltime,4,2016-05-30,2015-07-07,Traveltime approximations and parameter estimation for orthorhombic media,81
3,2016-04-18,Norwegian University of Science and Technology; King Abdullah University of Science and Technology,Shibo Xu; Alexey Stovas; Tariq Alkhalifah, Anisotropy,Norway; Saudi Arabia,4,diving wave; factorized model; seismic anisotropy,0,2016-06-10,2015-11-04,Estimation of the anisotropy parameters from imaging moveout of diving wave in a factorized anisotropic medium,81
4,2016-02-25,University of Houston; University of Houston; Halliburton Consulting and Project Management; China University of Petroleum,Fuyong Yan; De-hua Han; Qiuliang Yao; Xue-Lian Chen,Borehole Geophysics and Rock Properties,USA; USA; USA; China,4,salt; rock physics; anisotropy; dispersion,0,2016-05-13,2015-09-08,"Seismic velocities of halite salt: Anisotropy, heterogeneity, dispersion, temperature, and pressure effects",81
5,2016-02-15,University of Amsterdam,Luong Duy Thanh; Rudolf Sprik,Borehole Geophysics and Rock Properties,The Netherlands,4,Streaming potential; electrokinetics; zeta potential; porous media; electrolytes,0,2016-05-13,2015-10-26,Zeta potential in porous rocks in contact with monovalent and divalent electrolyte aqueous solutions,81
6,2016-02-25,The University of Texas at Austin,Paul Sayar; Carlos Torres-Verdín,Borehole Geophysics and Rock Properties,USA,4,elastic; effective; rock physics; log analysis; anisotropy,1,2016-05-27,2015-06-16,Using anisotropic effective medium theories to quantify elastic properties of sandstone-shale laminated rocks,81
7,2016-03-15,University of Lausanne; University of Lausanne; University of Western Ontario,Beatriz Quintal; J. Germán Rubino; Eva Caspari; Klaus Holliger,Borehole Geophysics and Rock Properties,Switzerland; Switzerland; Canada,4,Rock physics; squirt flow; poroelasticity; attenuation; dispersion; fractures,1,2016-05-23,2015-07-15,A simple hydromechanical approach for simulating squirt-type flow,81
8,2016-04-08,Colorado School of Mines; Université de Savoie,Deqiang Mao; André Revil,Borehole Geophysics and Rock Properties,USA; France,4,tomography; induced polarization (IP); rock physics; polarization; electrical/resistivity,7,2016-06-09,2015-05-14,Induced polarization response of porous media with metallic particles — Part 3: A new approach to time-domain induced polarization tomography,81
9,2016-02-11,Colorado School of Mines; Université de Savoie,Deqiang Mao; André Revil; John Hinton,Borehole Geophysics and Rock Properties,USA; France,4,electrical/resistivity; resistivity; rock physics; tomography; polarization,4,2016-05-23,2015-09-09,Induced polarization response of porous media with metallic particles — Part 4: Detection of metallic and nonmetallic targets in time-domain induced polarization tomography,81
10,2016-03-14,CSIRO Energy Flagship; National University of Singapore,Tongcheng Han; Michael Ben Clennell; Arthur C. H. Cheng; Marina Pervukhina,Borehole Geophysics and Rock Properties,Australia; Singapore,4,Self-consistent; aspect ratio spectrum; elastic velocity; electrical conductivity; sandstone,0,2016-05-27,2015-12-20,Are self-consistent models capable of jointly modeling elastic velocity and electrical conductivity of reservoir sandstones?,81
11,2016-03-19,"SINTEF ICT, Acoustics Research Centre; Statoil ASA",Erlend Magnus Viggen; Tonni Franke Johansen; Ioan-Alexandru Merciu,Borehole Geophysics and Rock Properties,Norway; Norway,4,ultrasonic; wells; logging; wave propagation; finite element,3,2016-05-27,2015-04-29,Simulation and modeling of ultrasonic pitch-catch through-tubing logging,81
12,2016-04-04,University of Saskatchewan,Wubing Deng; Igor B. Morozov,Borehole Geophysics and Rock Properties,Canada,4,attenuation; rock physics,1,2016-05-31,2015-07-28,Solid viscosity of fluid-saturated porous rock with squirt flows at seismic frequencies,81
13,2015-04-04,University of Saskatchewan,Igor B. Morozov; Wubing Deng,Borehole Geophysics and Rock Properties,Canada,4,modeling; wave propagation; rock physics,1,2016-06-03,2014-08-24,"Macroscopic framework for viscoelasticity, poroelasticity, and wave-induced fluid flows — Part 2: Effective media",81
14,2016-03-19,China University of Petroleum; China University of Petroleum,Wei Xu; Shizhen Ke; Chengfang Yin; Ming Jiang; Liangang Ma; Xiaowen Lin,Borehole Geophysics and Rock Properties,China; China,4,-,1,2016-06-10,2015-01-06,Calibration response simulation of a triaxial induction tool with a metal mandrel,81
15,2016-03-19,Stanford University; Stanford University; Shell International Exploration &amp; Production,Gary Mavko; Nishank Saxena,Borehole Geophysics and Rock Properties,USA; USA; USA,4,anisotropy; viscoelastic; attenuation; engineering; rock physics,0,2016-06-10,2015-10-07,Rock-physics models for heterogeneous creeping rocks and viscous fluids,81
16,2016-04-18,China University of Petroleum; No. 2 Oil Production Plant Huabei Oilfield Company,Tianyang Li; Ruihe Wang; Zizhen Wang; Yuzhong Wang,Borehole Geophysics and Rock Properties,China; China,4,fractures; layered media; physics model; power spectrum fractal dimension,0,2016-06-10,2015-11-27,Experimental study on the effects of fractures on elastic wave propagation in synthetic layered rocks,81
17,2016-03-19,Xi’an Jiaotong University; University of Houston; Tongji University; University of Houston; University of Houston; Wuhan University; University of Houston,Hui Li; Luanxiao Zhao; De-Hua Han; Min Sun; Yu Zhang,Borehole Geophysics and Rock Properties,China; USA; China; USA; USA; China; USA,4,heavy oils; heavy oil-saturated sands; laboratory measurements; modulus; temperature; pressure; microstructure,1,2016-06-14,2015-06-30,"Elastic properties of heavy oil sands: Effects of temperature, pressure, and microstructure",81
18,2016-04-04,University of Zanjan; University of Southern California; California Institute of Technology,Sadegh Karimpouli; Pejman Tahmasebi,Borehole Geophysics and Rock Properties,Iran; USA; USA,4,digital rock physics; 3D reconstruction; CCSIM; DRP benchmark; RVE,0,2016-06-29,2015-05-04,Conditional reconstruction: An alternative strategy in digital rock physics,81
19,2016-02-19,University of British Columbia,Sarah G. R. Devriese; Douglas W. Oldenburg,Electrical and Electromagnetic Methods,Canada,4,3D; electromagnetics; inversion; survey design; unconventional,1,2016-05-13,2015-08-27,Feasibility of electromagnetic methods to detect and image steam-assisted gravity drainage steam chambers,81
20,2016-04-18,"ISTerre, CNRS; Colorado School of Mines",A. Revil; C. D. Meyer; Q. Niu,Electrical and Electromagnetic Methods,France; USA,4,rock physics; electrical/resistivity; polarization; resistivity,1,2016-05-31,2015-05-13,A laboratory investigation of the thermoelectric effect,81
21,2016-04-08,The University of Texas at Austin; The University of Texas at Austin,Kai Yang; Carlos Torres-Verdín; Ali E. Yılmaz,Electrical and Electromagnetic Methods,USA; USA,4,borehole geophysics; electromagnetics; fractures; 3D,1,2016-06-03,2015-11-23,Detection and quantification of 3D hydraulic fractures with vertical borehole induction resistivity measurements,81
22,2016-04-04,University of Saskatchewan; Laurentian University,Jacques K. Desmarais; Richard S. Smith,Electrical and Electromagnetic Methods,Canada; Canada,4,airborne survey; Canada; conductivity; electromagnetics; time domain,2,2016-06-06,2015-11-03,Approximate semianalytical solutions for the electromagnetic response of a dipping-sphere interacting with conductive overburden,81
23,2016-03-15,Queen’s University Belfast; British Geological Survey; British Geological Survey; ETH Zurich,Paolo Bergamo; Ben Dashwood; Sebastian Uhlemann; Russell Swift; Jonathan E. Chambers; David A. Gunn; Shane Donohue,Engineering and Environmental Geophysics,UK; UK; UK; Switzerland,4,near surface; time-lapse; refraction; inversion; tomography,1,2016-06-03,2015-05-12,Time-lapse monitoring of fluid-induced geophysical property variations within an unstable earthwork using P-wave refraction,81
24,2016-03-19,XRI Geophysics; Primal Innovation; XRI Geophysics; United States Army Engineer Research &amp; Development Center; Kansas Geological Survey,J. Tyler Schwenk; Steven D. Sloan; Julian Ivanov; Richard D. Miller,Engineering and Environmental Geophysics,USA; USA; USA; USA; USA,4,scattering; correlation; seismic attributes; near surface; surface wave,8,2016-06-06,2015-07-01,Surface-wave methods for anomaly detection,81
25,2016-03-08,Delft University of Technology,Evert Slob; Maarten Mulder,Geophysical Software and Algorithms,The Netherlands,4,electromagnetics; viscoelastic; wave propagation; radiation; 3D,1,2016-05-23,2015-06-22,Seismoelectromagnetic homogeneous space Green’s functions,81
26,2016-02-28,Korea Institute of Geoscience and Mineral Resources; University of Science and Technology; Colorado School of Mines,Hyoungrea Rim; Yaoguo Li,Gravity Exploration Methods,South Korea; South Korea; USA,4,gravity; modeling; tensor; 3D,2,2016-06-10,2015-12-19,Gravity gradient tensor due to a cylinder,81
27,2016-03-16,Colorado School of Mines,Cericia Martinez; Yaoguo Li,Gravity Exploration Methods,,4,gravity; estimation; inversion; noise; algorithm,0,2016-06-29,2015-07-13,Denoising of gravity gradient data using an equivalent source technique,81
28,2016-02-25,University of Texas at Austin; Pennsylvania State University; Istituto Nazionale di Oceanografia e di Geofisica Sperimentale (OGS); Universidade Federal da Bahia,Tieyuan Zhu; José M. Carcione; Marco A. B. Botelho,Ground-penetrating Radar,USA; USA; Italy; Brasil,4,ground-penetrating radar (GPR); imaging; conductivity; attenuation,2,2016-05-30,2015-07-23,Reverse time imaging of ground-penetrating radar and SH-seismic data including the effects of wave loss,81
