,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
0,2017-10-25,,,Editor's corner,,6,-,0,2017-10-25,2017-10-25,This issue of Geophysics,82
1,2017-10-26,,Joe Dellinger,Editor's corner,,6,-,0,2017-10-26,2017-10-26,Some guidelines for submitting software to “Software and Algorithms”,82
2,2017-08-11,"Colorado School of Mines; GEOMAR, Helmholtz Centre for Ocean Research",Roxana Safipour; Sebastian Hölz; Jesse Halbach; Marion Jegen; Sven Petersen; Andrei Swidinsky,Geophysics Letters,USA; Germany,6,marine; seafloor; mining; electrical/resistivity,0,2017-10-06,2017-04-19,"A self-potential investigation of submarine massive sulfides: Palinuro Seamount, Tyrrhenian Sea",82
3,2017-06-29,Department of Environment; Università degli Studi di Torino,Luigi Sambuelli; Adriano Fiorucci; Paolo Dabove; Ivan Pascal; Chiara Colombero; Cesare Comina,Case Histories,Italy,6,waterborne geophysical surveys; riverbed deposits; underwater geologic environment,0,2017-08-21,2017-01-31,Case history: A 5 km long waterborne geophysical survey along the Po river within the city of Turin (northwest Italy),82
4,2017-07-03,Institute of Geology and Geophysics; Institute of Geology and Geophysics; Institute of Geology and Geophysics; University of Peshawar,Weiying Chen; Guoqiang Xue; Afolagboye Lekan Olatayo; Kang Chen; Muhammad Younis Khan; Weichang Chen; Linbo Zhang; Wen Chen,Case Histories,China; China; China; Pakistan,6,electromagnetics; case history,0,2017-08-29,2017-01-31,"A comparison of loop time-domain electromagnetic and short-offset transient electromagnetic methods for mapping water-enriched zones — A case history in Shaanxi, China",82
5,2017-07-27,Université de Strasbourg/EOST,Maximilien Lehujeur; Jérôme Vergne; Alessia Maggi; Jean Schmittbuhl,Case Histories,France,6,noise; correlation; geothermal; profiling; inversion,0,2017-09-25,2017-03-01,"Vertical seismic profiling using double-beamforming processing of nonuniform anthropogenic seismic noise: The case study of Rittershoffen, Upper Rhine Graben, France",82
6,2017-06-29,iReservoir.com Inc.,Reinaldo J. Michelena; Kevin S. Godbey; Omar G. Angola,Case Histories,USA,6,unconventional; lithology; horizontal wells; integration; statistics,0,2017-09-25,2017-01-18,Integrated facies modeling in unconventional reservoirs using a frequentist approach: Example from a South Texas field,82
7,2017-08-06,Indian Institute of Technology Roorkee; Indian Institute of Technology Roorkee,Rajni Devi; Rambhatla G. Sastry; Narendra K. Samadhiya,Case Histories,India; India,6,engineering; environmental; earthquake; electrical/resistivity,0,2017-10-23,2017-01-07,Assessment of soil-liquefaction potential based on geoelectrical imaging: A case study,82
8,2017-07-26,Keele University; Stoke-on-Trent Archaeology Service; Staffordshire University,Henry C. Dick; Jamie K. Pringle; Kristopher D. Wisniewski; Jon Goodwin; Robert van der Putten; Gethin T. Evans; James D. Francis; John P. Cassella; Jamie D. Hansen,Case Histories,UK; UK; UK,6,case history; GPR; electrical/resistivity; magnetic susceptibility,0,2017-10-27,2016-08-16,Determining geophysical responses from burials in graveyards and cemeteries,82
9,2017-06-29,Norwegian University of Science and Technology,Yuriy Ivanov; Alexey Stovas,Anisotropy,Norway,6,3D; anisotropy; layered; moveout; neural networks,0,2017-09-06,2016-09-14,Traveltime parameters in tilted orthorhombic medium,82
10,2017-07-03,Freie Universität Berlin,Viacheslav A. Sviridov; Sibylle I. Mayr; Serge A. Shapiro,Anisotropy,Germany,6,anisotropy; elastic; ultrasonic; shale gas; rock physics,0,2017-09-25,2016-08-30,Elastic properties of two VTI shale samples as a function of uniaxial stress: Experimental results and application of the porosity-deformation approach,82
11,2017-08-12,China University of Petroleum; Qingdao National Laboratory for Marine Science and Technology,Xinpeng Pan; Guangzhi Zhang; Xingyao Yin,Anisotropy,China; China,6,fracture fluid indicator; azimuthally anisotropic elastic impedance inversion; anisotropic rock-physics model; fracture weaknesses; fluid identification,0,2017-10-05,2017-03-25,Azimuthally anisotropic elastic impedance inversion for fluid indicator driven by rock physics,82
12,2017-08-11,Norwegian University of Science and Technology,Shibo Xu; Alexey Stovas,Anisotropy,Norway,6,traveltime approximation; orthorhombic model; seismic modeling,0,2017-10-05,2017-04-10,A new parameterization for acoustic orthorhombic media,82
13,2017-06-26,Texas A&amp;M University; The University of Texas at Austin,Clotilde Chen Valdes; Zoya Heidari,Borehole Geophysics,USA; USA,6,elastic; acoustic; log analysis,0,2017-09-06,2016-10-24,Application of nanoindentation for uncertainty assessment of elastic properties in mudrocks from micro- to well-log scales,82
14,2017-07-03,Xi’an Shiyou University; China University of Petroleum (East); Northeast Petroleum University,Jian-Shen Gao; Jian-Meng Sun; Yan-Jiao Jiang; Peng-Yun Zhang; Jie Wu,Borehole Geophysics,China; China; China,6,apparent resistivity; logging; imaging; optimization,0,2017-09-06,2016-11-17,Weighted processing for microresistivity imaging logging in oil-based mud using a support vector regression model,82
15,2017-07-16,Schlumberger,Nobuyasu Hirabayashi; Naoki Sakiyama; Toru Ikegami,Borehole Geophysics,Japan,6,borehole geophysics; modeling; sonic; hydrophones,0,2017-09-25,2017-04-03,Characteristics of waveforms recorded by azimuthally spaced hydrophones of sonic logging tool for incident plane waves,82
16,2017-08-11,The University of Texas at Austin,Elliot J. H. Dahl; Kyle T. Spikes,Borehole Geophysics,USA,6,acoustic; borehole geophysics; dispersion; rock physics; wave propagation,0,2017-10-06,2017-02-01,Local and global fluid effects on sonic wave modes,82
17,2017-06-29,Colorado School of Mines; GEOMAR,Roxana Safipour; Sebastian Hölz; Marion Jegen; Andrei Swidinsky,Electrical and Electromagnetic Methods,USA; Germany,6,marine; electromagnetics; mining; modeling,0,2017-08-21,2016-12-27,On electric fields produced by inductive sources on the seafloor,82
18,2017-06-20,CICESE,Armando Calderón-Moctezuma; Enrique Gómez-Treviño; Luis A. Gallardo,Electrical and Electromagnetic Methods,México,6,electromagnetic; marine CSEM; land CSEM; air wave; sensitivity,0,2017-08-21,2016-05-26,Splitting marine controlled-source electromagnetic responses into sea and subseafloor contributions: Grounding the air wave,82
19,2017-07-03,University of Liège; University of Bonn; University of Liège; R&amp;D Department; University of Liège; FNRS; ABESIM; TU Wien,Nolwenn Lesparre; Frederic Nguyen; Andreas Kemna; Tanguy Robert; Thomas Hermans; Moubarak Daoudi; Adrian Flores-Orozco,Electrical and Electromagnetic Methods,Belgium; Germany; Belgium; Belgium; Belgium; Belgium; Belgium; Austria,6,electrical/resistivity; imaging; inversion; noise; time lapse,0,2017-08-26,2017-01-11,A new approach for time-lapse data weighting in electrical resistivity tomography,82
20,2017-06-20,NTNU Norwegian University of Science and Engineering; Statoil Research Centre Rotvoll; NTNU Norwegian University of Science and Engineering; Statoil Research Centre Rotvoll,Lutz Mütschard; Ketil Hokstad; Torgeir Wiik; Bjørn Ursin,Electrical and Electromagnetic Methods,Norway; Norway; Norway; Norway,6,3D; inversion; magnetotelluric,0,2017-10-06,2015-07-22,3D marine magnetotelluric inversion: A hybrid impedance and direct-field approach,82
21,2017-08-11,RMIT University,James Macnae,Electrical and Electromagnetic Methods,Australia,6,superparamagnetism; electromagnetics; maghemite; nanoparticle; demagnetization,0,2017-10-06,2017-04-12,Superparamagnetism in ground and airborne electromagnetics: Geometrical and physical controls,82
22,2017-08-12,University of Potsdam; University of Aarhus,Julien Guillemoteau; Niels Bøie Christensen; Bo Holm Jacobsen; Jens Tronicke,Electrical and Electromagnetic Methods,Germany; Denmark,6,electromagnetics; 3D; inversion; environmental; near surface,0,2017-10-19,2016-10-06,Fast 3D multichannel deconvolution of electromagnetic induction loop-loop apparent conductivity data sets acquired at low induction numbers,82
23,2017-07-25,Boise State University; Zhejiang University; The China University of Geosciences,Zongbo Xu; T. Dylan Mikesell; Jianghai Xia; Feng Cheng,Engineering and Environmental Geophysics,USA; China; China,6,interferometry; surface wave; passive seismic; dispersion; Radon transform,0,2017-10-03,2016-12-06,A comprehensive comparison between the refraction microtremor and seismic interferometry methods for phase-velocity estimation,82
24,2017-07-07,University of Utah; TechnoImaging; Moscow Institute of Physics and Technology; University of Utah,Michael S. Zhdanov; Wei Lin,Gravity Exploration Methods,USA; USA; Russia; USA,6,3D; gravity; inversion,0,2017-08-29,2016-08-24,Adaptive multinary inversion of gravity and gravity gradiometry data,82
25,2017-06-29,Consultant,Carlos Cevallos,Gravity Exploration Methods,Australia,6,gravity; gradient; tensor; eigenvalues,0,2017-09-06,2016-08-04,Mathematical properties and physical meaning of the gravity gradient tensor eigenvalues,82
26,2017-07-27,Massachusetts Institute of Technology; Jilin University; Jilin University,Xuan Feng; Qianci Ren; Cai Liu; Xuebing Zhang,Ground-penetrating Radar,USA; China; China,6,joint inversion; cross-gradient constraint; full-waveform inversion; crosshole seismic; crosshole GPR; truncated Newton method,0,2017-09-25,2016-01-04,Joint acoustic full-waveform inversion of crosshole seismic and ground-penetrating radar data in the frequency domain,82
27,2017-07-07,University of Western Australia; Observatoire Midi-Pyrénées,Jérémie Giraud; Evren Pakyuz-Charrier; Mark Jessell; Mark Lindsay; Roland Martin; Vitaliy Ogarko,Interdisciplinary Studies,Australia; France,6,integration; inversion; geology; gravity; magnetics,0,2017-10-19,2016-11-26,Uncertainty reduction through geologically conditioned petrophysical constraints in joint inversion,82
28,2017-08-12,Stanford University,Xiaodong Ma; Mark D. Zoback,Interdisciplinary Studies,USA,6,stress variations; pad-scale faults; hydraulic fracturing; Woodford shale,0,2017-10-23,2017-01-20,"Lithology-controlled stress variations and pad-scale faults: A case study of hydraulic fracturing in the Woodford Shale, Oklahoma",82
29,2017-07-07,"Center for Gravity, Electrical &amp; Magnetic Studies",Richard A. Krahenbuhl; Yaoguo Li,Magnetic Exploration Methods,USA,6,magnetization; inversion; interpretation; magnetic susceptibility; amplitude,1,2017-09-19,2016-12-12,Investigation of magnetic inversion methods in highly magnetic environments under strong self-demagnetization effect,82
30,2017-07-03,The University of Texas at Austin,Boyang Zhang; Hugh Daigle,Magnetic Resonance Sounding,USA,6,nuclear magnetic resonance; unconventional; rock physics; interpretation,0,2017-08-30,2016-07-01,Nuclear magnetic resonance surface relaxation mechanisms of kerogen,82
31,2017-07-03,Aarhus University; Stanford University,Denys Grombacher; Ahmad A. Behroozmand; Esben Auken,Magnetic Resonance Sounding,Denmark; USA,6,surface nuclear magnetic resonance; groundwater; near surface,0,2017-09-25,2016-11-04,Accounting for relaxation during pulse effects for long pulses and fast relaxation times in surface nuclear magnetic resonance,82
32,2017-07-12,The University of Western Australia; The University of Western Australia; Colorado School of Mines,Ben Witten; Jeffrey Shragge,Passive Seismic Methods,Australia; Australia; USA,6,microseismic; inversion; imaging; unconventional; velocity analysis,0,2017-09-11,2017-04-28,Microseismic image-domain velocity inversion: Marcellus Shale case study,82
33,2017-08-17,University of Alberta; University of Calgary; University of Alberta,Thomas S. Eyre; Mirko van der Baan,Passive Seismic Methods,Canada; Canada; Canada,6,passive seismic; sources; monitoring; modeling; microseismic,0,2017-10-16,2017-01-24,The reliability of microseismic moment-tensor solutions: Surface versus borehole monitoring,82
34,2017-07-21,Geological Survey of Canada; Carleton University; Geological Survey of Canada; Carleton University,Kyle Harris; Don White; Claire Samson,Reservoir Geophysics,Canada; Canada; Canada; Can; ada,6,time-lapse; time-lapse seismics; CO2 storage; Aquistore; VSP; distributed acoustic sensing,0,2017-10-23,2017-03-17,Imaging the Aquistore reservoir after 36 kilotonnes of CO2 injection using distributed acoustic sensing,82
35,2017-06-19,University of Houston,Egor V. Dontsov,Rock Physics,USA,6,shale gas; layered; fracture stimulation; fractures; heterogeneous,0,2017-08-21,2017-01-20,A homogenization approach for modeling a propagating hydraulic fracture in a layered material,82
36,2017-07-03,Yangtze University; Tongji University; CCTEG Xi’an Research Institute,Wei Zhu; Luanxiao Zhao; Rui Shan,Rock Physics,China; China; China,6,elastic; rock physics; algorithm,0,2017-08-29,2016-10-31,Modeling effective elastic properties of digital rocks using a new dynamic stress-strain simulation method,82
